select,url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Islam/zgbs/audible/18574973011,Audible Books & Originals,Religion & Spirituality,Islam,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Judaism/zgbs/audible/18574984011,Audible Books & Originals,Religion & Spirituality,Judaism,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Occult/zgbs/audible/18575004011,Audible Books & Originals,Religion & Spirituality,Occult,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Demonology-Satanism/zgbs/audible/18575005011,Audible Books & Originals,Religion & Spirituality,Occult,Demonology & Satanism,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Magic-Studies/zgbs/audible/18575006011,Audible Books & Originals,Religion & Spirituality,Occult,Magic Studies,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Parapsychology/zgbs/audible/18575007011,Audible Books & Originals,Religion & Spirituality,Occult,Parapsychology,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-ESP/zgbs/audible/18575008011,Audible Books & Originals,Religion & Spirituality,Occult,Parapsychology,ESP,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Near-Death-Experiences/zgbs/audible/18575009011,Audible Books & Originals,Religion & Spirituality,Occult,Parapsychology,Near-Death Experiences,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Out-Body-Experiences/zgbs/audible/18575010011,Audible Books & Originals,Religion & Spirituality,Occult,Parapsychology,Out-of-Body Experiences,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Supernaturalism/zgbs/audible/18575013011,Audible Books & Originals,Religion & Spirituality,Occult,Supernatural,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Unexplained-Mysteries/zgbs/audible/18575014011,Audible Books & Originals,Religion & Spirituality,Occult,Unexplained Mysteries,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Other-Religions-Practices-Sacred-Texts/zgbs/audible/18575015011,Audible Books & Originals,Religion & Spirituality,"Other Religions, Practices & Sacred Texts",,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religious-Studies/zgbs/audible/18575045011,Audible Books & Originals,Religion & Spirituality,Religious Studies,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Church-State/zgbs/audible/18575049011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Church & State,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religious-Cults/zgbs/audible/18575051011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Cults,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religious-Education/zgbs/audible/18575052011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Education,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Eschatology/zgbs/audible/18575053011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Eschatology,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religious-Essays-Commentary/zgbs/audible/18575054011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Essays & Commentary,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religious-Ethics/zgbs/audible/18575055011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Ethics,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religious-Fundamentalism/zgbs/audible/18575056011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Fundamentalism,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-History-Religion/zgbs/audible/18575058011,Audible Books & Originals,Religion & Spirituality,Religious Studies,History,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religious-Intolerance/zgbs/audible/18575060011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Religious Intolerance,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Religion/zgbs/audible/18575061011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Science & Religion,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religion-Sociology/zgbs/audible/18575062011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Sociology,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Theology/zgbs/audible/18575063011,Audible Books & Originals,Religion & Spirituality,Religious Studies,Theology,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Spirituality/zgbs/audible/18575064011,Audible Books & Originals,Religion & Spirituality,Spirituality,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Angels-Spirit-Guides/zgbs/audible/18575066011,Audible Books & Originals,Religion & Spirituality,Spirituality,Angels & Spirit Guides,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Astrology/zgbs/audible/18575067011,Audible Books & Originals,Religion & Spirituality,Spirituality,Astrology,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Spiritual-Channeling/zgbs/audible/18575069011,Audible Books & Originals,Religion & Spirituality,Spirituality,Channeling,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Crystals-Spirituality/zgbs/audible/18575070011,Audible Books & Originals,Religion & Spirituality,Spirituality,Crystals,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Divination/zgbs/audible/18575071011,Audible Books & Originals,Religion & Spirituality,Spirituality,Divination,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Spirituality-Dreams/zgbs/audible/18575072011,Audible Books & Originals,Religion & Spirituality,Spirituality,Dreams,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Goddesses/zgbs/audible/18575073011,Audible Books & Originals,Religion & Spirituality,Spirituality,Goddesses,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-New-Thought-Spirituality/zgbs/audible/18575075011,Audible Books & Originals,Religion & Spirituality,Spirituality,New Thought,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Reincarnation/zgbs/audible/18575076011,Audible Books & Originals,Religion & Spirituality,Spirituality,Reincarnation,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Theosophy/zgbs/audible/18575077011,Audible Books & Originals,Religion & Spirituality,Spirituality,Theosophy,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Romance/zgbs/audible/18580518011,Audible Books & Originals,Romance,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Clean-Wholesome-Romance/zgbs/audible/18580521011,Audible Books & Originals,Romance,Clean & Wholesome,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Contemporary-Romance/zgbs/audible/18580522011,Audible Books & Originals,Romance,Contemporary,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fantasy-Romance/zgbs/audible/18580523011,Audible Books & Originals,Romance,Fantasy,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Historical-Romance/zgbs/audible/18580524011,Audible Books & Originals,Romance,Historical,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-20th-Century-Historical-Romance/zgbs/audible/18580525011,Audible Books & Originals,Romance,Historical,20th Century,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Ancient-World-Historical-Romance/zgbs/audible/18580526011,Audible Books & Originals,Romance,Historical,Ancient World,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Medieval-Historical-Romance/zgbs/audible/18580527011,Audible Books & Originals,Romance,Historical,Medieval,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Regency-Romance/zgbs/audible/18580528011,Audible Books & Originals,Romance,Historical,Regency,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Tudor-Romance/zgbs/audible/18580530011,Audible Books & Originals,Romance,Historical,Tudor,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Victorian-Romance/zgbs/audible/18580531011,Audible Books & Originals,Romance,Historical,Victorian,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Military-Romance/zgbs/audible/18580532011,Audible Books & Originals,Romance,Military,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Multicultural-Romance/zgbs/audible/18580533011,Audible Books & Originals,Romance,Multicultural,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Paranormal-Romance/zgbs/audible/18580534011,Audible Books & Originals,Romance,Paranormal,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Romantic-Comedy/zgbs/audible/18580535011,Audible Books & Originals,Romance,Romantic Comedy,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Royalty-Romance/zgbs/audible/18685782011,Audible Books & Originals,Romance,Royalty,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Romance/zgbs/audible/18580537011,Audible Books & Originals,Romance,Science Fiction,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Sports-Romance/zgbs/audible/18580538011,Audible Books & Originals,Romance,Sports,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Western-Romance/zgbs/audible/18580539011,Audible Books & Originals,Romance,Westerns,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Engineering/zgbs/audible/18580540011,Audible Books & Originals,Science & Engineering,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Engineering/zgbs/audible/18580541011,Audible Books & Originals,Science & Engineering,Engineering,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Environmental-Engineering/zgbs/audible/18580546011,Audible Books & Originals,Science & Engineering,Engineering,Environmental,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Industrial-Engineering/zgbs/audible/18580547011,Audible Books & Originals,Science & Engineering,Engineering,Industrial & Manufacturing,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Power-Resource-Engineering/zgbs/audible/18580548011,Audible Books & Originals,Science & Engineering,Engineering,Power Resources,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Transportation-Engineering/zgbs/audible/18580549011,Audible Books & Originals,Science & Engineering,Engineering,Transportation,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Automotive-Engineering/zgbs/audible/18580550011,Audible Books & Originals,Science & Engineering,Engineering,Transportation,Automotive,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Aviation-Engineering/zgbs/audible/18580551011,Audible Books & Originals,Science & Engineering,Engineering,Transportation,Aviation,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Railroad-Engineering/zgbs/audible/18580552011,Audible Books & Originals,Science & Engineering,Engineering,Transportation,Railroads,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Ship-Shipbuilding-Engineering/zgbs/audible/18580553011,Audible Books & Originals,Science & Engineering,Engineering,Transportation,Ships & Shipbuilding,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Mathematics/zgbs/audible/18580554011,Audible Books & Originals,Science & Engineering,Mathematics,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science/zgbs/audible/18580555011,Audible Books & Originals,Science & Engineering,Science,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Agricultural-Food-Sciences/zgbs/audible/18580556011,Audible Books & Originals,Science & Engineering,Science,Agricultural & Food Sciences,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Astronomy-Space-Science/zgbs/audible/18580566011,Audible Books & Originals,Science & Engineering,Science,Astronomy & Space Science,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Aeronautics-Astronautics/zgbs/audible/18580567011,Audible Books & Originals,Science & Engineering,Science,Astronomy & Space Science,Aeronautics & Astronautics,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Astronomy/zgbs/audible/18580568011,Audible Books & Originals,Science & Engineering,Science,Astronomy & Space Science,Astronomy,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Cosmology/zgbs/audible/18580569011,Audible Books & Originals,Science & Engineering,Science,Astronomy & Space Science,Cosmology,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Biological-Sciences/zgbs/audible/18580571011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Anatomy-Physiology/zgbs/audible/18580572011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Anatomy & Physiology,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Animals/zgbs/audible/18580599011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Animals,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Biology/zgbs/audible/18580574011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Biology,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Botany-Plants/zgbs/audible/18580577011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Botany & Plants,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Ecology/zgbs/audible/18580600011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Ecology,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Evolution-Genetics/zgbs/audible/18580592011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Evolution & Genetics,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Evolution/zgbs/audible/18580593011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Evolution & Genetics,Evolution,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Genetics/zgbs/audible/18580594011,Audible Books & Originals,Science & Engineering,Science,Biological Sciences,Evolution & Genetics,Genetics,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Chemistry/zgbs/audible/18580579011,Audible Books & Originals,Science & Engineering,Science,Chemistry,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Earth-Sciences/zgbs/audible/18580580011,Audible Books & Originals,Science & Engineering,Science,Earth Sciences,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Atmospheric-Sciences/zgbs/audible/18580581011,Audible Books & Originals,Science & Engineering,Science,Earth Sciences,Atmospheric Sciences,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Geology/zgbs/audible/18580583011,Audible Books & Originals,Science & Engineering,Science,Earth Sciences,Geology,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Oceanography/zgbs/audible/18580585011,Audible Books & Originals,Science & Engineering,Science,Earth Sciences,Oceanography,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Paleontology/zgbs/audible/18580578011,Audible Books & Originals,Science & Engineering,Science,Earth Sciences,Paleontology,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Physical-Geography/zgbs/audible/18580586011,Audible Books & Originals,Science & Engineering,Science,Earth Sciences,Physical Geography,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Environment/zgbs/audible/18580587011,Audible Books & Originals,Science & Engineering,Science,Environment,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Climate-Change/zgbs/audible/18580588011,Audible Books & Originals,Science & Engineering,Science,Environment,Climate Change,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Environmental-Conservation/zgbs/audible/18580589011,Audible Books & Originals,Science & Engineering,Science,Environment,Conservation,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Natural-Disasters/zgbs/audible/18580590011,Audible Books & Originals,Science & Engineering,Science,Environment,Natural Disasters,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Weather/zgbs/audible/18580591011,Audible Books & Originals,Science & Engineering,Science,Environment,Weather,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-History-Philosophy-Science/zgbs/audible/18580595011,Audible Books & Originals,Science & Engineering,Science,History & Philosophy,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-History-Science/zgbs/audible/18580596011,Audible Books & Originals,Science & Engineering,Science,History & Philosophy,History,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Nature-Ecology/zgbs/audible/18580598011,Audible Books & Originals,Science & Engineering,Science,Nature & Ecology,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Ecosystems-Habitats/zgbs/audible/18580601011,Audible Books & Originals,Science & Engineering,Science,Nature & Ecology,Ecosystems & Habitats,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Endangered-Species/zgbs/audible/18580602011,Audible Books & Originals,Science & Engineering,Science,Nature & Ecology,Endangered Species,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Natural-History/zgbs/audible/18580603011,Audible Books & Originals,Science & Engineering,Science,Nature & Ecology,Natural History,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Natural-Resources/zgbs/audible/18580604011,Audible Books & Originals,Science & Engineering,Science,Nature & Ecology,Natural Resources,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Physics/zgbs/audible/18580605011,Audible Books & Originals,Science & Engineering,Science,Physics,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Fantasy/zgbs/audible/18580606011,Audible Books & Originals,Science Fiction & Fantasy,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fantasy/zgbs/audible/18580607011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Dragon-Mythical-Creatures-Fantasy/zgbs/audible/18580613011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Dragons & Mythical Creatures,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fantasy-Dramatizations/zgbs/audible/18580614011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Dramatizations,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Epic-Fantasy/zgbs/audible/18580615011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Epic,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fairy-Tale-Fantasy/zgbs/audible/18580616011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Fairy Tales,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Gaslamp-Fantasy/zgbs/audible/18580617011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Gaslamp,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Humorous-Fantasy/zgbs/audible/18580619011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Humorous,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Military-Fantasy/zgbs/audible/18580620011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Military,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fantasy-Movie-TV-Video-Game-Tie-Ins/zgbs/audible/18580621011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,"Movie, TV & Video Game Tie-Ins",,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Paranormal-Urban-Fantasy/zgbs/audible/18580622011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Paranormal & Urban,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Contemporary-Fantasy/zgbs/audible/18580623011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Paranormal & Urban,Contemporary,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Paranormal-Fantasy/zgbs/audible/18580624011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Paranormal & Urban,Paranormal,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Urban-Fantasy/zgbs/audible/18580625011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Paranormal & Urban,Urban,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Superhero-Fantasy/zgbs/audible/18580626011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Superhero,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Sword-Sorcery-Fantasy/zgbs/audible/18580627011,Audible Books & Originals,Science Fiction & Fantasy,Fantasy,Sword & Sorcery,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction/zgbs/audible/18580628011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Cyberpunk-Science-Fiction/zgbs/audible/18580633011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Cyberpunk,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Dramatizations/zgbs/audible/18580634011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Dramatizations,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-First-Contact-Science-Fiction/zgbs/audible/18580636011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,First Contact,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Genetic-Engineering-Science-Fiction/zgbs/audible/18580638011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Genetic Engineering,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Hard-Science-Fiction/zgbs/audible/18580639011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Hard Science Fiction,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Humorous-Science-Fiction/zgbs/audible/18580640011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Humorous,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Military-Science-Fiction/zgbs/audible/18580641011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Military,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Movie-TV-Video-Game-Tie-Ins/zgbs/audible/18580642011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,"Movie, TV & Video Game Tie-Ins",,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Post-Apocalyptic-Science-Fiction/zgbs/audible/18580643011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Post-Apocalyptic,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Space-Exploration-Science-Fiction/zgbs/audible/18580644011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Space Exploration,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Space-Opera-Science-Fiction/zgbs/audible/18580645011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Space Opera,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Steampunk-Science-Fiction/zgbs/audible/18580646011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Steampunk,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Time-Travel-Science-Fiction/zgbs/audible/18580647011,Audible Books & Originals,Science Fiction & Fantasy,Science Fiction,Time Travel,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Teen-Young-Adult/zgbs/audible/18580715011,Audible Books & Originals,Teen & Young Adult,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Biographies-Teens/zgbs/audible/18580735011,Audible Books & Originals,Teen & Young Adult,Biographies,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Health-Lifestyle-Relationships-Teens/zgbs/audible/18580788011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Emotions-Mental-Health-Teens/zgbs/audible/18580796011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Emotions & Mental Health,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Gender-Specific-Topics-Teens/zgbs/audible/18580807011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Gender-Specific Topics,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Life-Skills-Teens/zgbs/audible/18580810011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Life Skills,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Physical-Health-Teens/zgbs/audible/18580819011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Physical Health,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Relationships-Teens/zgbs/audible/18580825011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Relationships,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Dating-Sex-Teens/zgbs/audible/18580832011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Relationships,Dating & Sex,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Family-Life-Teens/zgbs/audible/18580833011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Relationships,Family Life,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Sexuality-Sexual-Health-Teens/zgbs/audible/18580846011,Audible Books & Originals,Teen & Young Adult,"Health, Lifestyle & Relationships",Sexuality & Sexual Health,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-History-Culture-Teens/zgbs/audible/18580852011,Audible Books & Originals,Teen & Young Adult,History & Culture,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Literature-Fiction-Teens/zgbs/audible/18580894011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Action-Adventure-Fiction-Teens/zgbs/audible/18580895011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Action & Adventure,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Action-Adventure-Historical-Fiction-Teens/zgbs/audible/18580936011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Action & Adventure,Historical,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Action-Adventure-Teens/zgbs/audible/18580962011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Action & Adventure,Mystery & Thriller,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Action-Adventure-Sci-Fi-Fantasy-Teens/zgbs/audible/18580897011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Action & Adventure,Science Fiction & Fantasy,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Action-Adventure-Fantasy-Teens/zgbs/audible/18581050011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Action & Adventure,Science Fiction & Fantasy,Fantasy,,,,
